id,name,description
55000000,Exile Mask,"Iron mask of the watchdogs of Farron's Keep.  After the Legion's Watchers became Lords of Cinder, the wolf blood dried up, and Farron was consumed by a festering wood.  Within the wood, an emaciated old wolf commands watchdogs to defend the sanctity of sleeping warriors.  Both the exiles were surely watchdogs themselves, for Farron has always been a land of itinerants."
55001000,Exile Armor,"Armor of the watchdogs of Farron's Keep.  After the Legion's Watchers became Lords of Cinder, the wolf blood dried up, and Farron was consumed by a festering wood.  Within the wood, an emaciated old wolf commands watchdogs to defend the sanctity of sleeping warriors.  Both the exiles were surely watchdogs themselves, for Farron has always been a land of itinerants."
55002000,Exile Gauntlets,"Gauntlets of the watchdogs of Farron's Keep.  After the Legion's Watchers became Lords of Cinder, the wolf blood dried up, and Farron was consumed by a festering wood.  Within the wood, an emaciated old wolf commands watchdogs to defend the sanctity of sleeping warriors.  Both the exiles were surely watchdogs themselves, for Farron has always been a land of itinerants."
55003000,Exile Leggings,"Leggings of the watchdogs of Farron's Keep.  After the Legion's Watchers became Lords of Cinder, the wolf blood dried up, and Farron was consumed by a festering wood.  Within the wood, an emaciated old wolf commands watchdogs to defend the sanctity of sleeping warriors.  Both the exiles were surely watchdogs themselves, for Farron has always been a land of itinerants."
56000000,Pontiff Knight Crown,"Crown of the Pontiff's Knights, now harrowed spirits of Irithyll.  The golden crown signifies those who report directly to Sulyvahn. The knights were his watchful eyes, and when needed, his punitive blades."
56001000,Pontiff Knight Armor,"Armor of the Pontiff's Knights, now harrowed spirits of Irithyll.  This blue-gray armor, shrouded in a thinly cold air, is light and brittle."
56002000,Pontiff Knight Gauntlets,"Gauntlets of the Pontiff's Knights, now harrowed spirits of Irithyll.  This blue-gray gauntlets, shrouded in a thinly cold air, is light and brittle."
56003000,Pontiff Knight Leggings,"Leggings of the Pontiff's Knights, now harrowed spirits of Irithyll.  This blue-gray leggings, shrouded in a thinly cold air, is light and brittle."
57000000,Golden Crown,"Crown of a nameless king who was ally to the ancient dragons.  This golden crown, buried amidst long strands of bristling ash, is said to closely resemble that of the First Lord."
57001000,Dragonscale Armor,Dragonscale armor of a nameless king who was ally to the ancient dragons.  Dragon scales are razor-sharp and cannot be burned.
57002000,Golden Bracelets,"Bracelets of a nameless king who was ally to the ancient dragons.  These golden bracelets, together with the golden breastplate and crown, are said to closely resemble those of the First Lord."
57003000,Dragonscale Waistcloth,Dragonscale waistcloth of a nameless king who was ally to the ancient dragons.  Dragon scales are razor-sharp and cannot be burned.
57500000,Wolnir's Crown,"Crown of Wolnir, the Carthus conqueror.  Once upon a time, such things were bequeathed judiciously to each of the rightful lords, until Wolnir brought them to their knees, and ground their crowns to dust. Then the crowns became one, and Wolnir, the one High Lord."
58000000,Undead Legion Helm,"Attire of the Abyss Watchers, the Undead Legion of Farron.  These undead warriors vowed to partake of wolf blood. They acted in the dark, seeking out any sign of the Abyss, fighting a constant war with its abominations.  This pointed steel helm was a distinct symbol of the Legion, shirked as a sinister omen by the masses."
58001000,Undead Legion Armor,"Attire of the Abyss Watchers, the Undead Legion of Farron. A black-dyed leather vest worn over chainmail.  These undead warriors vowed to partake of wolf blood. They acted in the dark, seeking out any sign of the Abyss, fighting a constant war with its abominations."
58002000,Undead Legion Gauntlet,"Attire of the Abyss Watchers, the Undead Legion of Farron. Black-dyed leather tied around the arms, with only the left fitted with a gauntlet.  These undead warriors vowed to partake of wolf blood. They acted in the dark, seeking out any sign of the Abyss, fighting a constant war with its abominations."
58003000,Undead Legion Leggings,"Attire of the Abyss Watchers, the Undead Legion of Farron. The iron kneecaps originated from their sword techniques.  These undead warriors vowed to partake of wolf blood. They acted in the dark, seeking out any sign of the Abyss, fighting a constant war with its abominations."
59500000,Man Serpent's Mask,"Metallic mask worn by a man serpent priest.  There were those among the man serpents as well as people, who devoted themselves to magic, and the existence of a cane that could invoke sorceries from ages past."
59501000,Man Serpent's Robe,"Robe worn by a man serpent priest.  There were those among the man serpents as well as people, who devoted themselves to magic, and the existence of a cane that could invoke sorceries from ages past."
60000000,Fire Witch Helm,"Helm of witches who bore the Profaned Flame, now harrowed spirits of Irithyll.  The witches who lead the Pontiff's Knights were originally ordained as holy knights. It was not long however, before their hearts were swallowed by the Profaned Flame."
60001000,Fire Witch Armor,"Armor of witches who bore the Profaned Flame, now harrowed spirits of Irithyll.  The witches who lead the Pontiff's Knights were originally ordained as holy knights. It was not long however, before their hearts were swallowed by the Profaned Flame."
60002000,Fire Witch Gauntlets,"Gauntlets of witches who bore the Profaned Flame, now harrowed spirits of Irithyll.  The witches who lead the Pontiff's Knights were originally ordained as holy knights. It was not long however, before their hearts were swallowed by the Profaned Flame."
60003000,Fire Witch Leggings,"Leggings of witches who bore the Profaned Flame, now harrowed spirits of Irithyll.  The witches who lead the Pontiff's Knights were originally ordained as holy knights. It was not long however, before their hearts were swallowed by the Profaned Flame."
61000000,Lorian's Helm,"Armor of Prince Lothric's older brother Lorian. This black-dyed brass helm is patterned with flame.  Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so."
61001000,Lorian's Armor,"Armor of Prince Lothric's older brother Lorian. This black-dyed brass armor was passed down to him from the royal family.  Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so."
61002000,Lorian's Gauntlets,"Armor of Prince Lothric's older brother Lorian. These black-dyed brass gauntlets were passed down to him from the royal family.  Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so."
61003000,Lorian's Leggings,"Armor of Prince Lothric's older brother Lorian. These black-dyed brass leggings were passed down to him from the royal family.  Lorian, raised as a knight, is said to have been left mute and crippled by his younger brother's curse. It is also said that Lorian, in fact, wished it so."
61500000,Hood of Prayer,"Prince Lothric's hood.  The prince, destined to be a Lord of Cinder, was cherished by the royal family, despite being born into illness, a frail and shriveled child.  His swaddling clothes were made of aged, coarse cloth used in ancient prayer, and are all that he has ever worn."
61501000,Robe of Prayer,"Prince Lothric's robe.  The prince, destined to be a Lord of Cinder, was cherished by the royal family, despite being born into illness, a frail and shriveled child.  His swaddling clothes were made of aged, coarse cloth used in ancient prayer, and are all that he has ever worn."
